	assay_description	canonical_smiles	document_journal	document_year	molecule_chembl_id	relation	standard_relation	standard_type	standard_units	standard_value	type	units	value
9978	Inhibition of CYP3A4 (unknown origin)	CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4800380	=	=	IC50	nM	9100.0	IC50	uM	9.1
9979	Inhibition of CYP3A4 (unknown origin)	O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12)C1CCS(=O)(=O)CC1	ACS Med Chem Lett	2021.0	CHEMBL4744956	>	>	IC50	nM	20000.0	IC50	uM	20.0
9980	Inhibition of CYP3A4 (unknown origin)	C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4760466	>	>	IC50	nM	20000.0	IC50	uM	20.0
9981	Inhibition of CYP3A4 (unknown origin)	CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4784900	=	=	IC50	nM	11000.0	IC50	uM	11.0
9982	Inhibition of CYP3A4 (unknown origin)	O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12)C1CCS(=O)(=O)CC1	ACS Med Chem Lett	2021.0	CHEMBL4796103	=	=	IC50	nM	5800.0	IC50	uM	5.8
9983	Inhibition of CYP3A4 (unknown origin)	C[C@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4741364	>	>	IC50	nM	20000.0	IC50	uM	20.0
9984	Inhibition of CYP3A4 (unknown origin)	C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4779994	>	>	IC50	nM	20000.0	IC50	uM	20.0
9985	Inhibition of CYP3A4 (unknown origin)	CN[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NC(C)=O)C1	ACS Med Chem Lett	2021.0	CHEMBL4760098	>	>	IC50	nM	40000.0	IC50	uM	40.0
9986	Inhibition of CYP3A4 (unknown origin)	CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O	ACS Med Chem Lett	2021.0	CHEMBL4781426	>	>	IC50	nM	40000.0	IC50	uM	40.0
9987	Inhibition of CYP3A4 (unknown origin)	CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(OC(F)(F)F)cc23)C1=O	ACS Med Chem Lett	2021.0	CHEMBL4746510	>	>	IC50	nM	40000.0	IC50	uM	40.0
9988	Inhibition of CYP3A4 (unknown origin)	Cc1cccc2c1c(=O)n(C[C@H]1CC[C@H](C(=O)O)CC1)c(=O)n2Cc1cccc(C(F)(F)F)c1C#N	ACS Med Chem Lett	2021.0	CHEMBL4761298	>	>	IC50	nM	100000.0	IC50	uM	100.0
9989	Inhibition of CYP3A4 (unknown origin)	CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl	ACS Med Chem Lett	2021.0	CHEMBL4747709	>	>	IC50	nM	50000.0	IC50	uM	50.0
9990	Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL3651854	>	>	IC50	nM	25000.0	IC50	uM	25.0
9991	Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cn[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL4798141	=	=	IC50	nM	3300.0	IC50	uM	3.3
9992	Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL4762256	=	=	IC50	nM	4500.0	IC50	uM	4.5
9993	Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCNCC1	Bioorg Med Chem Lett	2016.0	CHEMBL4779222	=	=	IC50	nM	4600.0	IC50	uM	4.6
9994	Inhibition of CYP3A4 (unknown origin)	CC[C@](CO)(c1ccc(Cl)cc1)n1ccc2c(NS(C)(=O)=O)cccc21	Bioorg Med Chem Lett	2016.0	CHEMBL4439903	>	>	IC50	nM	13000.0	IC50	uM	13.0
9995	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4746135	=	=	IC50	nM	8390.0	IC50	uM	8.39
9996	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4Cl)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4759692	>	>	IC50	nM	50000.0	IC50	uM	50.0
9997	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4OC(F)(F)F)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4743615	>	>	IC50	nM	50000.0	IC50	uM	50.0
9998	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4751613	>	>	IC50	nM	50000.0	IC50	uM	50.0
9999	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4761139	>	>	IC50	nM	50000.0	IC50	uM	50.0
0	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Cc4cccc(Cl)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4744842	=	=	IC50	nM	1060.0	IC50	uM	1.06
1	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4798957	>	>	IC50	nM	50000.0	IC50	uM	50.0
2	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	FC(F)(F)Oc1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1	Bioorg Med Chem Lett	2016.0	CHEMBL4755454	=	=	IC50	nM	1610.0	IC50	uM	1.61
3	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	CCc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4752684	>	>	IC50	nM	50000.0	IC50	uM	50.0
4	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(C(F)(F)F)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4788072	=	=	IC50	nM	48300.0	IC50	uM	48.3
5	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	FC(F)(F)c1cccc(Nc2nnc3n2CCOc2ccc(-c4ccncc4)cc2-3)c1	Bioorg Med Chem Lett	2016.0	CHEMBL4790150	=	=	IC50	nM	516.0	IC50	uM	0.516
6	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Nc4cccc(Cl)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4750179	=	=	IC50	nM	11800.0	IC50	uM	11.8
7	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	O=C(Nc1ccc(Cl)c(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1	Bioorg Med Chem Lett	2016.0	CHEMBL4755668	=	=	IC50	nM	192000.0	IC50	mM	0.192
8	Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	O=C(Nc1cccc(Cl)c1)N1CCOc2ccc(-c3ccncc3)cc2C1	Bioorg Med Chem Lett	2016.0	CHEMBL4787638	=	=	IC50	nM	325000.0	IC50	mM	0.325
9	Inhibition of CYP3A4 (unknown origin)	CCCCCCCCC1CCc2cc(CCC(N)(CO)CO)ccc2C1	J Med Chem	2016.0	CHEMBL4750944	=	=	IC50	nM	10400.0	IC50	uM	10.4
10	Inhibition of CYP3A4 (unknown origin)	CCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1	J Med Chem	2016.0	CHEMBL3806158	=	=	IC50	nM	19000.0	IC50	uM	19.0
11	Inhibition of human liver microsome CYP3A4 using dextromethorphan as substrate incubated for 5 mins followed by NADPH addition and further incubated for 10 mins in shaking water bath by LC-MS/MS analysis	C=CC(=O)N1CCC(Cn2cc(-c3ccc4c(c3)OCO4)c3c(N)ncnc32)CC1	Eur J Med Chem	2018.0	CHEMBL4755698	=	=	IC50	nM	3190.0	IC50	uM	3.19
12	Inhibition of human CYP3A4 using midazolam as substrate	O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F	Bioorg Med Chem	2018.0	CHEMBL4750196	>	>	IC50	nM	50000.0	IC50	uM	50.0
13	Inhibition of human CYP3A4	CCOc1nc(Nc2ccc(C(=O)N3CCOCC3)cc2OC)nc2[nH]ccc12	Bioorg Med Chem Lett	2018.0	CHEMBL4794578	=	=	IC50	nM	158489.32	pIC50		3.8
14	Inhibition of human liver microsome CYP3A4 using testosterone as substrate incubated for 20 mins by LC-MS/MS analysis	COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12	Eur J Med Chem	2018.0	CHEMBL3301620	=	=	IC50	nM	25000.0	IC50	uM	25.0
15	Inhibition of human liver microsome CYP3A4 using testosterone as substrate incubated for 20 mins by LC-MS/MS analysis	NC[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1	Eur J Med Chem	2018.0	CHEMBL4533529	>	>	IC50	nM	25000.0	IC50	uM	25.0
16	Inhibition of human liver microsome CYP3A4 using testosterone as substrate incubated for 20 mins by LC-MS/MS analysis	NC[C@H](NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1nc(CO)cs1	Eur J Med Chem	2018.0	CHEMBL4761836	>	>	IC50	nM	25000.0	IC50	uM	25.0
17	Inhibition of human liver microsome CYP3A4 using midazolam as substrate incubated for 20 mins by LC-MS/MS analysis	COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12	Eur J Med Chem	2018.0	CHEMBL3301620	=	=	IC50	nM	25000.0	IC50	uM	25.0
18	Inhibition of human liver microsome CYP3A4 using midazolam as substrate incubated for 20 mins by LC-MS/MS analysis	NC[C@H](NC(=O)c1ccc(-c2ccc(C(F)(F)F)c(F)c2)[nH]1)c1nc(CO)cs1	Eur J Med Chem	2018.0	CHEMBL4533529	>	>	IC50	nM	25000.0	IC50	uM	25.0
19	Inhibition of human liver microsome CYP3A4 using midazolam as substrate incubated for 20 mins by LC-MS/MS analysis	NC[C@H](NC(=O)c1ccc(-c2cc(F)c(Cl)c(F)c2)[nH]1)c1nc(CO)cs1	Eur J Med Chem	2018.0	CHEMBL4761836	>	>	IC50	nM	25000.0	IC50	uM	25.0
20	Inhibition of CYP3A4 (unknown origin)	O=C1c2nc3ccccc3n2CCN1CCCCOc1ccc(OC(F)(F)F)cc1	Eur J Med Chem	2020.0	CHEMBL4780781	>	>	IC50	nM	10000.0	IC50	uM	10.0
21	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(OCC#CC#CCOc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4789776	=	=	IC50	nM	240.0	IC50	uM	0.24
22	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(OCC#CCOc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4739976	=	=	IC50	nM	860.0	IC50	uM	0.86
23	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(NCCOCCOCCNc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4795924	=	=	IC50	nM	5650.0	IC50	uM	5.65
24	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(NCCCCCCCCNc3ncnc4cc(OC)c(NC(=O)[C@@H]5CCCN5C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc34)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4760660	=	=	IC50	nM	430.0	IC50	uM	0.43
25	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(N[C@H]3CC[C@@H](Nc4ncnc5cc(OC)c(NC(=O)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc45)CC3)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4750995	=	=	IC50	nM	5530.0	IC50	uM	5.53
26	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(N[C@H]3CC[C@H](Nc4ncnc5cc(OC)c(NC(=O)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc45)CC3)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4753756	=	=	IC50	nM	3560.0	IC50	uM	3.56
27	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(NC[C@H]3CC[C@H](CNc4ncnc5cc(OC)c(NC(=O)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C6CCCCC6)cc45)CC3)ncnc2cc1OC)C1CCCCC1	Bioorg Med Chem Lett	2021.0	CHEMBL4758649	=	=	IC50	nM	660.0	IC50	uM	0.66
28	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(NC[C@H]3CC[C@@H](CNc4ncnc5cc(OC)c(NC(=O)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc45)CC3)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4781806	<	<	IC50	nM	620.0	IC50	uM	0.62
29	Inhibition of CYP3A4 (unknown origin)	CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1cc2c(NC[C@H]3CC[C@H](CNc4ncnc5cc(OC)c(NC(=O)[C@@H]6CCCN6C(=O)[C@@H](NC(=O)[C@H](C)NC)C(C)(C)C)cc45)CC3)ncnc2cc1OC)C(C)(C)C	Bioorg Med Chem Lett	2021.0	CHEMBL4788002	=	=	IC50	nM	460.0	IC50	uM	0.46
30	Inhibition of CYP3A4 (unknown origin)	C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)C[C@@H](O)[C@@]1(O)CF	J Med Chem	2020.0	CHEMBL4781892	>	>	IC50	nM	30000.0	IC50	uM	30.0
31	Inhibition of CYP3A4 (unknown origin)	C[C@H]1C[C@@H](c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)C[C@@H](O)[C@]1(C)O	J Med Chem	2020.0	CHEMBL4758068	=	=	IC50	nM	26000.0	IC50	uM	26.0
32	Inhibition of human liver microsome CYP3A4 using sorafenib as substrate incubated for 20 mins by LC-MS/MS with HPLC analysis	Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(C(F)F)c1	ACS Med Chem Lett	2021.0	CHEMBL4754334	=	=	IC50	nM	20800.0	IC50	uM	20.8
33	Inhibition of human liver microsome CYP3A4 using sorafenib as substrate incubated for 20 mins by LC-MS/MS with HPLC analysis	Nc1cc(F)c(S(=O)(=O)N2CCC(O)CC2)cc1C(=O)Nc1ccc(F)c(F)c1	ACS Med Chem Lett	2021.0	CHEMBL4761323	=	=	IC50	nM	41000.0	IC50	uM	41.0
34	Inhibition of CYP3A4 (unknown origin)	Cc1cc(O[C@H]2CC[C@H](C(C)(C)C)CC2)c(CN2CCC(C(=O)O)CC2)c2ccccc12	ACS Med Chem Lett	2021.0	CHEMBL4748198	>	>	IC50	nM	10000.0	IC50	uM	10.0
35	Inhibition of recombinant human CYP3A4	CCC(c1nc2ncc(Cl)cc2[nH]1)[C@H]1CC[C@@H](c2ccnc3ccc(C(F)(F)F)cc32)CC1	ACS Med Chem Lett	2021.0	CHEMBL4756822	=	=	IC50	nM	1930.0	IC50	uM	1.93
36	Inhibition of recombinant human CYP3A4	COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)cc2)c(F)c1	J Med Chem	2020.0	CHEMBL4781596	>	>	IC50	nM	20000.0	IC50	uM	20.0
37	Inhibition of recombinant human CYP3A4	COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccccc2)c(F)c1	J Med Chem	2020.0	CHEMBL4784510	>	>	IC50	nM	20000.0	IC50	uM	20.0
38	Inhibition of recombinant human CYP3A4	COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(F)c(F)c2)c(F)c1	J Med Chem	2020.0	CHEMBL4762030	>	>	IC50	nM	20000.0	IC50	uM	20.0
39	Inhibition of recombinant human CYP3A4	COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(C)c(O)c2)c(F)c1	J Med Chem	2020.0	CHEMBL4790836	>	>	IC50	nM	20000.0	IC50	uM	20.0
40	Inhibition of recombinant human CYP3A4	COc1cc(F)c([C@@H]2CNC(=O)[C@H]2NC(=O)Nc2ccc(Cl)s2)c(F)c1	J Med Chem	2020.0	CHEMBL4760897	=	=	IC50	nM	5600.0	IC50	uM	5.6
41	Inhibition of CYP3A4 (unknown origin)	C[C@]1(c2cc(/C=C(\F)c3ccc(C#N)cn3)ccc2F)N=C(N)S[C@@]2(C(=O)N3CCOCC3)C[C@H]21	Bioorg Med Chem Lett	2020.0	CHEMBL4760458	=	=	IC50	nM	5300.0	IC50	uM	5.3
42	Inhibition of CYP3A4 in human liver microsomes after 20 mins by LC-MS/MS analysis	CC(=O)NC[C@@H]1OC(=O)N2c3cc(F)c(N4CCSCC4)cc3OC[C@@H]12	J Med Chem	2020.0	CHEMBL4791225	>	>	IC50	nM	50000.0	IC50	uM	50.0
43	Inhibition of CYP3A4 in human liver microsomes after 20 mins by LC-MS/MS analysis	CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	J Med Chem	2020.0	CHEMBL75	=	=	IC50	nM	69.0	IC50	uM	0.069
44	Inhibition of CYP3A4 (unknown origin)	CNCCOc1ccccc1C(C)(C)Nc1nccn(-c2cc(C(=O)NC3CC3)ccc2C)c1=O	Bioorg Med Chem Lett	2020.0	CHEMBL4792347	=	=	IC50	nM	5011.87	pIC50		5.3
45	Inhibition of CYP3A4 in human liver microsomes using testosterone as substrate measured after 15 mins by LC-MS/MS analysis	Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3ccc(C(F)(F)F)s3)cnc21	J Med Chem	2020.0	CHEMBL4779889	<	<	IC50	nM	50000.0	IC50	uM	50.0
46	Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate measured after 15 mins by LC-MS/MS analysis	Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3ccc(C(F)(F)F)s3)cnc21	J Med Chem	2020.0	CHEMBL4779889	<	<	IC50	nM	50000.0	IC50	uM	50.0
47	Inhibition of CYP3A4 in human liver microsomes using nifedipine as substrate measured after 15 mins by LC-MS/MS analysis	Cn1c(=O)n(CC(=O)N2CCC2)c2cc(-c3ccc(C(F)(F)F)s3)cnc21	J Med Chem	2020.0	CHEMBL4779889	<	<	IC50	nM	50000.0	IC50	uM	50.0
48	Inhibition of CYP3A4 (unknown origin)	COc1ccc2c3c([nH]c2c1)[C@@H]1N(CC3)C(=O)c2c(OC)cccc2N1C	J Med Chem	2020.0	CHEMBL4745832	=	=	IC50	nM	10000.0	IC50	uM	10.0
49	Inhibition of CYP3A4 (unknown origin)	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c([C@H]4C[C@H](O)C4)c(Cl)c32)c(F)cc1F	Bioorg Med Chem Lett	2020.0	CHEMBL4764602	>	>	IC50	nM	50000.0	IC50	uM	50.0
50	Inhibition of CYP3A4 (unknown origin)	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c([C@H]4C[C@@H](O)C4)c(Cl)c32)c(F)cc1F	Bioorg Med Chem Lett	2020.0	CHEMBL4800257	=	=	IC50	nM	24800.0	IC50	uM	24.8
51	Inhibition of CYP3A4 (unknown origin)	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(N)C4)c(Cl)c32)c(F)cc1F	Bioorg Med Chem Lett	2020.0	CHEMBL4746307	=	=	IC50	nM	13600.0	IC50	uM	13.6
52	Inhibition of CYP3A4 (unknown origin)	O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	Bioorg Med Chem Lett	2020.0	CHEMBL8	>	>	IC50	nM	50000.0	IC50	uM	50.0
53	Inhibition of CYP3A4 (unknown origin)	Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F	Bioorg Med Chem Lett	2020.0	CHEMBL2105637	>	>	IC50	nM	50000.0	IC50	uM	50.0
54	Inhibition of CYP3A4 (unknown origin)	COC[C@](CO)(OC[C@H]1O[C@@H](n2ncc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O)P(=O)(O)O	J Med Chem	2020.0	CHEMBL4764985	>	>	IC50	nM	20000.0	IC50	uM	20.0
55	Inhibition of human liver microsome CYP3A4 using midazolam as substrate preincubated for 10 mins followed by substrate and NADPH addition and measured after 10 mins by LC-MS/MS analysis	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1	ACS Med Chem Lett	2020.0	CHEMBL4754834	=	=	IC50	nM	37300.0	IC50	uM	37.3
56	Inhibition of human liver microsome CYP3A4 using midazolam as substrate preincubated for 10 mins followed by substrate and NADPH addition and measured after 10 mins by LC-MS/MS analysis	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1	ACS Med Chem Lett	2020.0	CHEMBL1873475	=	=	IC50	nM	40800.0	IC50	uM	40.8
57	Inhibition of CYP3A4 in human pooled liver microsomes using midazolam as substrate measured up to 20 mins by UHPLC-MS/MS analysis	CNC(=O)NC1CCN(C(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC[C@H](C)c2ccccc2)CC1	ACS Med Chem Lett	2020.0	CHEMBL4743180	>	>	IC50	nM	30000.0	IC50	uM	30.0
58	Inhibition of CYP3A4 in human pooled liver microsomes using testosterone as substrate measured up to 20 mins by UHPLC-MS/MS analysis	CNC(=O)NC1CCN(C(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)CNC[C@H](C)c2ccccc2)CC1	ACS Med Chem Lett	2020.0	CHEMBL4743180	>	>	IC50	nM	30000.0	IC50	uM	30.0
59	Inhibition of CYP3A4 (unknown origin) using midazolam as substrate measured after 5 to 20 mins in presence of NADPH by LC-MS/MS analysis	Cc1cc(-c2cnc3[nH]cc(-c4ccncc4)c3c2)cc2c1C(=O)N([C@@H](C)C1CC1)C2	ACS Med Chem Lett	2020.0	CHEMBL4779873	=	=	IC50	nM	300.0	IC50	uM	0.3
60	Inhibition of recombinant CYP3A4 (unknown origin) using BFC as substrate measured after 30 mins by fluorescence assay	Nc1n[nH]c2cc(-c3ccc(=O)n(Cc4ccccc4F)c3)ccc12	Eur J Med Chem	2021.0	CHEMBL4752141	>	>	IC50	nM	10000.0	IC50	uM	10.0
61	Inhibition of recombinant CYP3A4 (unknown origin) using BFC as substrate measured after 30 mins by fluorescence assay	Nc1n[nH]c2cc(-c3ccc(=O)n(Cc4cccc(Cl)c4)c3)ccc12	Eur J Med Chem	2021.0	CHEMBL4764756	>	>	IC50	nM	10000.0	IC50	uM	10.0
