assay_description	canonical_smiles	document_journal	document_year	molecule_chembl_id	relation	standard_relation	standard_type	standard_units	standard_value	type	units	value
Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate measured after 15 mins in presence of NADPH by LC-MS/MS analysis	Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1	J Med Chem	2020.0	CHEMBL4744041	>	>	IC50	nM	25000.0	IC50	uM	25.0
Time-dependent inhibition of CYP3A4 in human liver microsomes using testosterone in presence of NADPH by LC-MS/MS analysis	Cc1cc(-c2ccnc(Nc3cnn(C)c3)n2)ccc1CNC(=O)N1CC(OC(C)C)C1	J Med Chem	2020.0	CHEMBL4744041	=	=	Ki	nM	50000.0	Ki	uM	50.0
Inhibition of recombinant CYP3A4 (unknown origin)	C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccccc3)c3cc(F)c(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	Bioorg Med Chem Lett	2020.0	CHEMBL4763134	>	>	IC50	nM	20000.0	IC50	uM	20.0
Time-dependent inhibition of CYP3A4 in human liver microsomes assessed as inhibition constant by Kitz-Wilson plot analysis	CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@H]2c1ccc(F)cc1	Bioorg Med Chem Lett	2020.0	CHEMBL4209316	=	=	Ki	nM	82500.0	Ki	uM	82.5
Time-dependent inhibition of CYP3A4 in human liver microsomes assessed as inhibition constant by Kitz-Wilson plot analysis	CNc1nc(Nc2ccc(-n3cnc(C)n3)c(OC)c2)nc2c1CC[C@@H]2c1ccc(F)cc1	Bioorg Med Chem Lett	2020.0	CHEMBL4793756	=	=	Ki	nM	82500.0	Ki	uM	82.5
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis	CN(C)C(=O)c1ccc(Oc2nc(-c3ccc(N)nc3)nc(N3CCOCC3)n2)cc1	J Med Chem	2020.0	CHEMBL4793302	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis	CN(C)C(=O)c1ccc(Oc2nc(-c3ccnc4[nH]ccc34)nc(N3CCOCC3)n2)cc1	J Med Chem	2020.0	CHEMBL4764922	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates preincubated for 5 mins followed by NADPH addition by LC-MS/MS analysis	CN(C)C(=O)c1ccc(Oc2nc(-c3cnc(N)s3)nc(N3CCOCC3)n2)cc1	J Med Chem	2020.0	CHEMBL4782133	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	Nc1nc(OCc2ccccc2)c2[nH]nnc2n1	Bioorg Med Chem	2020.0	CHEMBL333928	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	Nc1cc(Cc2ccccc2)c2nn[nH]c2n1	Bioorg Med Chem	2020.0	CHEMBL4753981	=	=	IC50	nM	6600.0	IC50	uM	6.6
Inhibition of CYP3A4 (unknown origin)	Nc1cc([C@H](Cc2ccccc2)c2ccccc2)c2nn[nH]c2n1	Bioorg Med Chem	2020.0	CHEMBL4761170	=	=	IC50	nM	3400.0	IC50	uM	3.4
Inhibition of CYP3A4 (unknown origin)	Nc1cc([C@H](CCCc2ccccc2)c2ccccc2)c2nn[nH]c2n1	Bioorg Med Chem	2020.0	CHEMBL4763067	=	=	IC50	nM	1800.0	IC50	uM	1.8
Inhibition of CYP3A4 (unknown origin)	Nc1cc([C@H](CCOCc2ccccc2)c2ccccc2)c2nn[nH]c2n1	Bioorg Med Chem	2020.0	CHEMBL4792720	=	=	IC50	nM	2600.0	IC50	uM	2.6
Inhibition of CYP3A4 (unknown origin)	Nc1cc([C@H](CCNCc2ccccc2)c2ccccc2)c2nn[nH]c2n1	Bioorg Med Chem	2020.0	CHEMBL4800005	=	=	IC50	nM	12000.0	IC50	uM	12.0
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCC2	Bioorg Med Chem	2020.0	CHEMBL4445443	=	=	IC50	nM	3700.0	IC50	uM	3.7
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3C(C)(C)C)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4754724	=	=	IC50	nM	5300.0	IC50	uM	5.3
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3C3CCC3)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4795963	=	=	IC50	nM	590.0	IC50	uM	0.59
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CCF)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4750723	=	=	IC50	nM	1000.0	IC50	uM	1.0
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CCO)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4741060	=	=	IC50	nM	30000.0	IC50	uM	30.0
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CCCO)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4777113	=	=	IC50	nM	2200.0	IC50	uM	2.2
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CC(C)(C)O)CCCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4760389	=	=	IC50	nM	1100.0	IC50	uM	1.1
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3C(C)C)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4794750	=	=	IC50	nM	2300.0	IC50	uM	2.3
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CCF)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4786740	=	=	IC50	nM	40.0	IC50	uM	0.04
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3cc(C(C)(C)C)nn3CC(F)(F)F)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4751736	=	=	IC50	nM	1000.0	IC50	uM	1.0
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc(C2(C)CC2)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1	Bioorg Med Chem	2020.0	CHEMBL4749020	=	=	IC50	nM	4100.0	IC50	uM	4.1
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc(C(F)(F)F)cc1Nc1nc(-c2ccc(-n3cnc(C)c3)c(OC)n2)cs1	Bioorg Med Chem	2020.0	CHEMBL4763513	=	=	IC50	nM	5300.0	IC50	uM	5.3
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3C)CCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4741605	=	=	IC50	nM	4500.0	IC50	uM	4.5
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2	Bioorg Med Chem	2020.0	CHEMBL4758131	=	=	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CCF)CCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4759910	=	=	IC50	nM	10500.0	IC50	uM	10.5
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CC(F)(F)F)CCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4777391	=	=	IC50	nM	1400.0	IC50	uM	1.4
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	COc1nc(-c2csc(Nc3c4c(nn3CCO)CCC4)n2)ccc1-n1cnc(C)c1	Bioorg Med Chem	2020.0	CHEMBL4761020	<	<	IC50	nM	50.0	IC50	uM	0.05
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCC2(C)C	Bioorg Med Chem	2020.0	CHEMBL4747572	=	=	IC50	nM	750.0	IC50	uM	0.75
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)C(C)CC2(C)C	Bioorg Med Chem	2020.0	CHEMBL4798079	=	=	IC50	nM	1500.0	IC50	uM	1.5
Inhibition of recombinant CYP3A4 (unknown origin) by fluorescence-based assay	CCn1nc2c(c1Nc1nc(-c3ccc(-n4cnc(C)c4)c(OC)n3)cs1)CCCCC2	Bioorg Med Chem	2020.0	CHEMBL4745955	=	=	IC50	nM	11000.0	IC50	uM	11.0
Inhibition of CYP3A4 (unknown origin)	O=c1[nH]nc(-c2ccc(Cl)c(C(F)(F)F)c2)o1	J Med Chem	2020.0	CHEMBL4788846	>	>	IC50	nM	25000.0	IC50	uM	25.0
Inhibition of CYP3A4 (unknown origin) incubated for 20 to 30 mins by P450-Glo assay	CC[C@@H](c1nc2cccc(F)c2c(=O)n1C1CC1)n1nc(-c2ccc(OC)c(F)c2)c2c(N)ncnc21	J Med Chem	2020.0	CHEMBL4781849	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	CO[C@@H](C)c1c(NC(=O)Nc2cnc(-n3nccn3)c(Cl)c2)cnc2cc(Cl)nn12	J Med Chem	2020.0	CHEMBL4748253	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	CO[C@@H](C)c1c(NC(=O)Nc2ccnc(C(F)(F)F)c2)cnc2cc(Cl)nn12	J Med Chem	2020.0	CHEMBL4746044	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes	CC(=O)N1CCN(CCOCc2ccn(-c3ccc(F)c(F)c3)n2)CC1.Cl	J Med Chem	2020.0	CHEMBL4743610	=	=	IC50	nM	100000.0	IC50	uM	100.0
Inhibition of CYP3A4 in human liver microsomes using midazolam as substrate in presence of NADPH	C[C@@H](c1cc(OCC(F)F)ccn1)n1cnc2c(N)nc(Cl)nc21	J Med Chem	2020.0	CHEMBL4762103	>	>	IC50	nM	25000.0	IC50	uM	25.0
Inhibition of CYP3A4 in human liver microsomes in presence of NADPH by LC-MS/MS analysis	O=C1N2C[C@@H](CC[C@H]2F)N1OS(=O)(=O)[O-].[Na+]	J Med Chem	2020.0	CHEMBL4753698	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of CYP3A4 in human liver microsomes using testosterone substrate by LC-MS/MS analysis	O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1	J Med Chem	2020.0	CHEMBL4782111	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of CYP3A4 in human liver microsomes using midazolam substrate by LC-MS/MS analysis	O=C(N[C@H]1CCN(CC2CC2)C[C@@H]1C(=O)NC1(c2ncccn2)CC1)c1cc(-c2ccc(F)cc2F)on1	J Med Chem	2020.0	CHEMBL4782111	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis	Cc1cc(NC2CCc3cc(Cl)ccc3C2)n2nc(C(C)(F)F)nc2n1	J Med Chem	2016.0	CHEMBL4761666	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis	Cc1cc(N[C@H]2CCc3ccc(Cl)cc3C2)n2nc(C(C)(F)F)nc2n1	J Med Chem	2016.0	CHEMBL4751920	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis	Cc1cc(NC2CCc3cc(Br)ccc3C2)n2nc(C(C)(F)F)nc2n1	J Med Chem	2016.0	CHEMBL4747214	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis	Cc1cc(NC2CCc3ccc(Br)cc3C2)n2nc(C(C)(F)F)nc2n1	J Med Chem	2016.0	CHEMBL4753862	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes using isoform-specific probe substrates in presence of NADPH-generating system by LC-MS analysis	Cc1cc(NC2Cc3cc(F)c(F)cc3C2)n2nc(C(C)(F)F)nc2n1	J Med Chem	2016.0	CHEMBL4794107	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	CC(C)(O)C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NC[C@@H]1CNCCO1	J Med Chem	2016.0	CHEMBL4793954	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	C#Cc1cnc(Nc2cnc(C#N)cn2)cc1NC[C@@H]1CNCCO1	J Med Chem	2016.0	CHEMBL4740741	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	N#Cc1cnc(Nc2cc(NC[C@@H]3CNCCO3)c(C3CC3)cn2)cn1	J Med Chem	2016.0	CHEMBL4792322	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(Cl)cn2)cn1	J Med Chem	2016.0	CHEMBL4754960	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	N#Cc1cnc(Nc2cc(NC[C@H]3CNCCO3)c(C(F)(F)F)cn2)cn1	J Med Chem	2016.0	CHEMBL4169078	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes in presence of IPA as substrate	Nc1ccc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1	J Med Chem	2018.0	CHEMBL4785064	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes in presence of IPA as substrate	O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO	J Med Chem	2018.0	CHEMBL4749655	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes in presence of IPA as substrate	Nc1ncc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1	J Med Chem	2018.0	CHEMBL4787267	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsomes in presence of IPA as substrate	CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1	J Med Chem	2018.0	CHEMBL1336	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of human recombinant CYP3A4	CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	J Med Chem	2019.0	CHEMBL75	=	=	IC50	nM	240.0	IC50	uM	0.24
Inhibition of CYP3A4 (unknown origin) in baculosomes preincubated for 20 mins followed by addition of CYP enzyme-specific substrate and NADP+ and measured after 30 mins by fluorescence based analysis	CC(=O)Nc1ccc(O)cc1	Eur J Med Chem	2020.0	CHEMBL112	>	>	IC50	nM	10000.0	IC50	nM	10000.0
Inhibition of CYP3A4 (unknown origin) in baculosomes preincubated for 20 mins followed by addition of CYP enzyme-specific substrate and NADP+ and measured after 30 mins by fluorescence based analysis	CNC(=O)c1ccccc1S(=O)(=O)NCC(=O)Nc1ccc(O)cc1	Eur J Med Chem	2020.0	CHEMBL4800549	>	>	IC50	nM	10000.0	IC50	nM	10000.0
Inhibition of CYP3A4 (unknown origin) in baculosomes preincubated for 20 mins followed by addition of CYP enzyme-specific substrate and NADP+ and measured after 30 mins by fluorescence based analysis	O=C(CNS(=O)(=O)c1ccccc1C(=O)NCCc1ccc(O)c(O)c1)Nc1ccc(O)cc1	Eur J Med Chem	2020.0	CHEMBL4800229	=	=	IC50	nM	4820.0	IC50	nM	4820.0
Inhibition of CYP3A4 in human liver microsomes preincubated for 10 mins followed by NADPH addition by LC-MS/MS analysis	COc1ccc(C(Oc2ccc(N(CC(=O)O)S(=O)(=O)c3c(C)cc(C)cc3C)c3ccccc23)C(=O)O)cc1	Eur J Med Chem	2020.0	CHEMBL4740287	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 in human liver microsome using testosterone as substrate	O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(-c3ccc(C(F)(F)F)cc3Cl)cc1)C2	Eur J Med Chem	2020.0	CHEMBL583256	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsome using testosterone as substrate	CC1(COc2ccc(OC(F)(F)F)cc2)CCn2cc([N+](=O)[O-])nc2O1	Eur J Med Chem	2020.0	CHEMBL4066553	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 in human liver microsomes	Cn1cc(-c2nc3c(-c4ccnc(OC5CC5)c4)cnn3cc2OCCC(C)(C)O)cn1	ACS Med Chem Lett	2021.0	CHEMBL4751832	>	>	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4750603	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4754719	=	=	IC50	nM	19000.0	IC50	uM	19.0
Inhibition of CYP3A4 (unknown origin)	N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3cnc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4748187	=	=	IC50	nM	12000.0	IC50	uM	12.0
Inhibition of CYP3A4 (unknown origin)	N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ncc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4793083	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	O=C(C1CCS(=O)(=O)CC1)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4435992	=	=	IC50	nM	13000.0	IC50	uM	13.0
Inhibition of CYP3A4 (unknown origin)	N#CCCN1C(=O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4763978	=	=	IC50	nM	10000.0	IC50	uM	10.0
Inhibition of CYP3A4 (unknown origin)	CC(C)(O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4750756	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4800380	=	=	IC50	nM	9100.0	IC50	uM	9.1
Inhibition of CYP3A4 (unknown origin)	O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12)C1CCS(=O)(=O)CC1	ACS Med Chem Lett	2021.0	CHEMBL4744956	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)nc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4760466	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	CC(C)(O)CC(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4784900	=	=	IC50	nM	11000.0	IC50	uM	11.0
Inhibition of CYP3A4 (unknown origin)	O=C(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12)C1CCS(=O)(=O)CC1	ACS Med Chem Lett	2021.0	CHEMBL4796103	=	=	IC50	nM	5800.0	IC50	uM	5.8
Inhibition of CYP3A4 (unknown origin)	C[C@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4741364	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	C[C@@](O)(CS(C)(=O)=O)C(=O)N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12	ACS Med Chem Lett	2021.0	CHEMBL4779994	>	>	IC50	nM	20000.0	IC50	uM	20.0
Inhibition of CYP3A4 (unknown origin)	CN[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NC(C)=O)C1	ACS Med Chem Lett	2021.0	CHEMBL4760098	>	>	IC50	nM	40000.0	IC50	uM	40.0
Inhibition of CYP3A4 (unknown origin)	CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(C(F)(F)F)cc23)C1=O	ACS Med Chem Lett	2021.0	CHEMBL4781426	>	>	IC50	nM	40000.0	IC50	uM	40.0
Inhibition of CYP3A4 (unknown origin)	CC(=O)N[C@@H]1C[C@H](NC(C)(C)C)CC[C@@H]1N1CC[C@H](Nc2ncnc3ccc(OC(F)(F)F)cc23)C1=O	ACS Med Chem Lett	2021.0	CHEMBL4746510	>	>	IC50	nM	40000.0	IC50	uM	40.0
Inhibition of CYP3A4 (unknown origin)	Cc1cccc2c1c(=O)n(C[C@H]1CC[C@H](C(=O)O)CC1)c(=O)n2Cc1cccc(C(F)(F)F)c1C#N	ACS Med Chem Lett	2021.0	CHEMBL4761298	>	>	IC50	nM	100000.0	IC50	uM	100.0
Inhibition of CYP3A4 (unknown origin)	CN[C@H](CNc1cc(F)c(S(=O)(=O)Nc2ncc(F)s2)cc1Cl)CC(C)(C)C.Cl	ACS Med Chem Lett	2021.0	CHEMBL4747709	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3c(C)[nH]nc3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL3651854	>	>	IC50	nM	25000.0	IC50	uM	25.0
Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cn[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL4798141	=	=	IC50	nM	3300.0	IC50	uM	3.3
Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCN(C)CC1	Bioorg Med Chem Lett	2016.0	CHEMBL4762256	=	=	IC50	nM	4500.0	IC50	uM	4.5
Inhibition of CYP3A4 (unknown origin) using midazolam as substrate	Cc1cc(Nc2nc(Nc3ccccc3S(=O)(=O)C(C)C)c3cc[nH]c3n2)c(OC(C)C)cc1C1CCNCC1	Bioorg Med Chem Lett	2016.0	CHEMBL4779222	=	=	IC50	nM	4600.0	IC50	uM	4.6
Inhibition of CYP3A4 (unknown origin)	CC[C@](CO)(c1ccc(Cl)cc1)n1ccc2c(NS(C)(=O)=O)cccc21	Bioorg Med Chem Lett	2016.0	CHEMBL4439903	>	>	IC50	nM	13000.0	IC50	uM	13.0
Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(Cl)c4F)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4746135	=	=	IC50	nM	8390.0	IC50	uM	8.39
Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4Cl)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4759692	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4ccccc4OC(F)(F)F)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4743615	>	>	IC50	nM	50000.0	IC50	uM	50.0
Inhibition of human liver microsomes CYP3A4 using testosterone as substrate by MUX-MS/MS analysis	Cc1cc(-c2ccc3c(c2)-c2nnc(Oc4cccc(OC(F)(F)F)c4)n2CCO3)ccn1	Bioorg Med Chem Lett	2016.0	CHEMBL4751613	>	>	IC50	nM	50000.0	IC50	uM	50.0
